IEMG,MAV,MAV1,MAV2,SSI,VAR,TM3,TM4,TM5,LOG,RMS,WL,AAC,DASDV,AFB,ZC,MYOP,WAMP,SSC,File
298270.4451655764,238.61635613246114,183.15835408721756,121.69686663145006,111284538.4891041,89098.90991921865,4925753.595530097,24366725082.241806,5244642363926.378,4.263504838539895e+103,298.37498352121156,370373.6192990547,296.2988954392438,144446.0280896179,0.05824779360678004,545,1.0,594,336,080-3
281023.6866917638,224.81894935341106,168.03068899651157,112.23517793794589,101730632.52590248,81449.66575332463,589954.7503439907,20176751558.491783,494867061793.7086,4.3413932979647715e+97,285.2796978768766,358077.88315207895,286.46230652166315,130025.28188427284,0.025071932003707248,543,1.0,606,337,080-4
313240.4013866146,250.5923211092917,189.8259102683005,126.94263542110869,124318743.13243702,99534.62220371258,7207440.72238902,31624145594.794838,5274227057697.814,6.774266301599833e+108,315.36485933906715,390450.93863285874,312.360750906287,159432.52116896948,0.14113830648306508,525,1.0,600,341,080-5
269138.9925834641,215.31119406677126,156.73862360108475,93.37845109151317,91847592.27637711,73536.9033437767,4899533.613976435,17031625109.863207,3168572009201.821,3.2245081220637253e+93,271.0683932536246,358381.50757122977,286.70520605698385,131871.23306660878,-0.1084323067509897,574,1.0,639,368,100-3
86280.72230808485,69.02457784646788,50.934165474829925,33.527317043480046,9973403.132366145,7985.110594368411,180562.69840717054,221693578.32187077,14831022851.217041,9.484037760027549e+29,89.32369509762187,109734.5041511269,87.78760332090152,12748.872499558138,0.10948392309007493,522,1.0,594,337,020-3
72150.01875992387,61.56144945385996,46.05237697591665,31.846249093221285,7330538.9088460235,6260.0673858633845,161320.2657827306,134158477.50541632,7768157269.706976,5.4424919553822254e+26,79.08682590317167,90757.49501004942,77.4381356741036,10209.56676538963,0.13077998947297287,490,1.0,545,326,020-2
282592.47068661894,226.07397654929517,167.65644116498805,101.39447836530567,104786450.44109903,83896.27737477905,3102436.8531144336,24062604558.974113,1782145717465.0342,1.5229320177911464e+98,289.5326585255612,358978.27877010003,287.18262301608,135496.28432509975,-0.08147171719944035,536,1.0,604,377,100-2
87915.06021396646,70.33204817117317,52.79872279630649,33.83975943650314,10555722.95582944,8451.339436212522,217398.08021311,294216437.869902,19580311321.161724,3.506068700227148e+30,91.89438701391697,110949.76247994656,88.75980998395725,13319.515062727596,-0.009787125460825136,528,0.9992,599,327,020-1
285062.186956892,228.04974956551362,174.3276751949486,106.04967787649022,110645696.45390868,88587.42710481079,5525030.8001781665,29612526988.95975,8276342152821.54,1.0983679092096027e+99,297.51732245892333,365020.7622459256,292.0166097967405,148656.46396772956,-0.0011897630224402996,539,1.0,621,338,100-1
313646.4330471073,250.91714643768586,184.58565416466715,118.39592199331028,127286308.66440234,101910.57539183533,6412159.066975048,33298253035.073425,6056368757720.531,9.374154623796756e+108,319.106638808286,417167.2851679387,333.733828134351,179658.68564187578,0.005216197749856079,572,1.0,644,352,100-5
100444.91895960594,80.35593516768476,58.26218210878845,37.65983666960264,13495241.450676829,10804.837030165594,504383.23468623287,476745743.4769106,84502923313.62338,7.9093215417901435e+34,103.90473117496364,130288.89176705015,104.23111341364013,18498.569616970944,-0.01665916287785256,567,1.0,583,330,020-5
90234.43802243791,72.18755041795033,52.522306089736524,32.43790995141466,10662117.09601434,8536.522895127573,67627.1013714407,238268110.10213152,6567539317.789184,2.2420991220979444e+31,92.35634075044048,112144.03671819874,89.715229374559,13558.617691450523,-0.0027058242417715705,521,0.9992,588,316,020-4
320430.22499328345,256.34417999462676,190.87567971423013,120.5650642237095,133241677.71089436,106678.68511680893,2938356.1088887104,35404711992.37243,3784861470886.669,2.1323713542157721e+111,326.4863583194794,413360.57797202544,330.68846237762034,177079.09379054216,-0.03691498442713177,557,1.0,632,358,100-4
5470.726840852747,6.7959339637922325,4.779707646674831,2.6603306295640663,62426.42505461296,77.64480728185691,445.05248128153534,25333.93444968527,441221.5937364518,894.2040239022135,8.806154331211172,5427.078640959015,6.741712597464614,81.29085746189868,-0.0964723253611321,267,1.0,434,187,000-1
